geographicAreaM49,geographicAreaM49_description,measuredElement,measuredElement_description,timePointYears,Value_unpd,flagObservationStatus,flagMethod,Value_faostat,Flag,(Value_unpd-Value_faostat)/Value_faostat
218,Ecuador,511,Total Population [1000],2011,15177,X,h,15246,,-0.004525777
218,Ecuador,511,Total Population [1000],2012,15420,X,h,15492,,-0.00464756
218,Ecuador,511,Total Population [1000],2013,15662,X,h,15738,,-0.004829076
222,El Salvador,511,Total Population [1000],2000,5868,X,h,5959,,-0.015271019
222,El Salvador,511,Total Population [1000],2001,5906,X,h,5985,,-0.013199666
222,El Salvador,511,Total Population [1000],2002,5940,X,h,6008,,-0.011318242
222,El Salvador,511,Total Population [1000],2003,5972,X,h,6029,,-0.009454304
222,El Salvador,511,Total Population [1000],2004,6001,X,h,6050,,-0.008099174
222,El Salvador,511,Total Population [1000],2005,6029,X,h,6073,,-0.007245184
222,El Salvador,511,Total Population [1000],2006,6056,X,h,6097,,-0.006724619
222,El Salvador,511,Total Population [1000],2007,6083,X,h,6123,,-0.006532745
222,El Salvador,511,Total Population [1000],2008,6110,X,h,6152,,-0.006827048
222,El Salvador,511,Total Population [1000],2009,6137,X,h,6183,,-0.007439754
222,El Salvador,511,Total Population [1000],2010,6165,X,h,6218,,-0.008523641
222,El Salvador,511,Total Population [1000],2011,6193,X,h,6256,,-0.010070332
222,El Salvador,511,Total Population [1000],2012,6221,X,h,6297,,-0.012069239
222,El Salvador,511,Total Population [1000],2013,6251,X,h,6340,,-0.014037855
231,Ethiopia,511,Total Population [1000],2000,66537,X,h,66024,,0.007769902
231,Ethiopia,511,Total Population [1000],2001,68492,X,h,67957,,0.007872625
231,Ethiopia,511,Total Population [1000],2002,70497,X,h,69948,,0.007848688
231,Ethiopia,511,Total Population [1000],2003,72545,X,h,71990,,0.007709404
231,Ethiopia,511,Total Population [1000],2004,74624,X,h,74066,,0.007533821
231,Ethiopia,511,Total Population [1000],2005,76727,X,h,76167,,0.007352265
231,Ethiopia,511,Total Population [1000],2006,78851,X,h,78291,,0.007152802
231,Ethiopia,511,Total Population [1000],2007,81000,X,h,80441,,0.006949193
231,Ethiopia,511,Total Population [1000],2008,83185,X,h,82621,,0.006826352
231,Ethiopia,511,Total Population [1000],2009,85416,X,h,84838,,0.006812985
231,Ethiopia,511,Total Population [1000],2010,87703,X,h,87095,,0.006980883
231,Ethiopia,511,Total Population [1000],2011,90047,X,h,89393,,0.007316009
231,Ethiopia,511,Total Population [1000],2012,92444,X,h,91729,,0.0077947
231,Ethiopia,511,Total Population [1000],2013,94888,X,h,94101,,0.008363354
233,Estonia,511,Total Population [1000],2000,1399,X,h,1366,,0.024158126
233,Estonia,511,Total Population [1000],2001,1392,X,h,1357,,0.025792189
233,Estonia,511,Total Population [1000],2002,1383,X,h,1348,,0.025964392
233,Estonia,511,Total Population [1000],2003,1373,X,h,1339,,0.025392084
233,Estonia,511,Total Population [1000],2004,1364,X,h,1332,,0.024024024
233,Estonia,511,Total Population [1000],2005,1356,X,h,1325,,0.023396226
233,Estonia,511,Total Population [1000],2006,1349,X,h,1319,,0.022744503
233,Estonia,511,Total Population [1000],2007,1344,X,h,1313,,0.023610053
233,Estonia,511,Total Population [1000],2008,1340,X,h,1308,,0.024464832
233,Estonia,511,Total Population [1000],2009,1336,X,h,1303,,0.02532617
233,Estonia,511,Total Population [1000],2010,1332,X,h,1299,,0.025404157
233,Estonia,511,Total Population [1000],2011,1328,X,h,1294,,0.026275116
233,Estonia,511,Total Population [1000],2012,1325,X,h,1291,,0.026336174
233,Estonia,511,Total Population [1000],2013,1322,X,h,1287,,0.027195027
24,Angola,511,Total Population [1000],2000,16441,X,h,13925,,0.180682226
24,Angola,511,Total Population [1000],2001,16983,X,h,14385,,0.180604797
24,Angola,511,Total Population [1000],2002,17573,X,h,14887,,0.180425875
24,Angola,511,Total Population [1000],2003,18203,X,h,15421,,0.180403346
24,Angola,511,Total Population [1000],2004,18866,X,h,15977,,0.180822432
24,Angola,511,Total Population [1000],2005,19553,X,h,16544,,0.181878627
24,Angola,511,Total Population [1000],2006,20262,X,h,17122,,0.183389791
24,Angola,511,Total Population [1000],2007,20998,X,h,17713,,0.185457009
24,Angola,511,Total Population [1000],2008,21759,X,h,18314,,0.188107459
24,Angola,511,Total Population [1000],2009,22550,X,h,18927,,0.191419665
24,Angola,511,Total Population [1000],2010,23369,X,h,19549,,0.195406415
24,Angola,511,Total Population [1000],2011,24219,X,h,20180,,0.200148662
24,Angola,511,Total Population [1000],2012,25096,X,h,20821,,0.20532155
24,Angola,511,Total Population [1000],2013,25998,X,h,21472,,0.21078614
242,Fiji,511,Total Population [1000],2000,811,X,h,812,,-0.001231527
242,Fiji,511,Total Population [1000],2001,814,X,h,815,,-0.001226994
242,Fiji,511,Total Population [1000],2002,816,X,h,816,,0
242,Fiji,511,Total Population [1000],2003,817,X,h,817,,0
242,Fiji,511,Total Population [1000],2004,818,X,h,819,,-0.001221001
242,Fiji,511,Total Population [1000],2005,822,X,h,822,,0
242,Fiji,511,Total Population [1000],2006,827,X,h,828,,-0.001207729
242,Fiji,511,Total Population [1000],2007,835,X,h,835,,0
242,Fiji,511,Total Population [1000],2008,843,X,h,844,,-0.001184834
242,Fiji,511,Total Population [1000],2009,852,X,h,852,,0
242,Fiji,511,Total Population [1000],2010,860,X,h,861,,-0.00116144
242,Fiji,511,Total Population [1000],2011,867,X,h,868,,-0.001152074
242,Fiji,511,Total Population [1000],2012,874,X,h,875,,-0.001142857
242,Fiji,511,Total Population [1000],2013,880,X,h,881,,-0.001135074
246,Finland,511,Total Population [1000],2000,5188,X,h,5176,,0.002318393
246,Finland,511,Total Population [1000],2001,5200,X,h,5188,,0.00231303
246,Finland,511,Total Population [1000],2002,5213,X,h,5200,,0.0025
246,Finland,511,Total Population [1000],2003,5227,X,h,5213,,0.002685594
246,Finland,511,Total Population [1000],2004,5242,X,h,5228,,0.002677888
246,Finland,511,Total Population [1000],2005,5259,X,h,5246,,0.002478079
246,Finland,511,Total Population [1000],2006,5278,X,h,5268,,0.001898254
246,Finland,511,Total Population [1000],2007,5298,X,h,5292,,0.001133787
246,Finland,511,Total Population [1000],2008,5320,X,h,5318,,0.000376081
246,Finland,511,Total Population [1000],2009,5343,X,h,5344,,-0.000187126
246,Finland,511,Total Population [1000],2010,5366,X,h,5368,,-0.000372578
246,Finland,511,Total Population [1000],2011,5389,X,h,5389,,0
246,Finland,511,Total Population [1000],2012,5413,X,h,5408,,0.000924556
246,Finland,511,Total Population [1000],2013,5437,X,h,5426,,0.002027276
250,France,511,Total Population [1000],2000,59608,X,h,59213,,0.006670832
250,France,511,Total Population [1000],2001,59911,X,h,59601,,0.005201255
250,France,511,Total Population [1000],2002,60225,X,h,60048,,0.002947642
250,France,511,Total Population [1000],2003,60550,X,h,60528,,0.000363468
250,France,511,Total Population [1000],2004,60887,X,h,61003,,-0.001901546
250,France,511,Total Population [1000],2005,61234,X,h,61445,,-0.003433965
250,France,511,Total Population [1000],2006,61593,X,h,61845,,-0.004074703
250,France,511,Total Population [1000],2007,61961,X,h,62211,,-0.004018582
250,France,511,Total Population [1000],2008,62330,X,h,62553,,-0.003564977
250,France,511,Total Population [1000],2009,62688,X,h,62888,,-0.003180257
250,France,511,Total Population [1000],2010,63027,X,h,63231,,-0.003226266
250,France,511,Total Population [1000],2011,63344,X,h,63582,,-0.003743198
250,France,511,Total Population [1000],2012,63640,X,h,63937,,-0.004645198
250,France,511,Total Population [1000],2013,63920,X,h,64291,,-0.005770637
258,French Polynesia,511,Total Population [1000],2000,237,X,h,237,,0
258,French Polynesia,511,Total Population [1000],2001,241,X,h,241,,0
258,French Polynesia,511,Total Population [1000],2002,245,X,h,245,,0
258,French Polynesia,511,Total Population [1000],2003,248,X,h,249,,-0.004016064
258,French Polynesia,511,Total Population [1000],2004,252,X,h,252,,0
258,French Polynesia,511,Total Population [1000],2005,255,X,h,255,,0
258,French Polynesia,511,Total Population [1000],2006,258,X,h,258,,0
258,French Polynesia,511,Total Population [1000],2007,261,X,h,260,,0.003846154
258,French Polynesia,511,Total Population [1000],2008,263,X,h,263,,0
258,French Polynesia,511,Total Population [1000],2009,266,X,h,265,,0.003773585
258,French Polynesia,511,Total Population [1000],2010,268,X,h,268,,0
258,French Polynesia,511,Total Population [1000],2011,270,X,h,271,,-0.003690037
258,French Polynesia,511,Total Population [1000],2012,272,X,h,274,,-0.00729927
258,French Polynesia,511,Total Population [1000],2013,274,X,h,277,,-0.010830325
262,Djibouti,511,Total Population [1000],2000,718,X,h,723,,-0.006915629
262,Djibouti,511,Total Population [1000],2001,733,X,h,734,,-0.001362398
262,Djibouti,511,Total Population [1000],2002,746,X,h,744,,0.002688172
262,Djibouti,511,Total Population [1000],2003,759,X,h,755,,0.005298013
262,Djibouti,511,Total Population [1000],2004,771,X,h,766,,0.006527415
262,Djibouti,511,Total Population [1000],2005,783,X,h,777,,0.007722008
262,Djibouti,511,Total Population [1000],2006,796,X,h,788,,0.010152284
262,Djibouti,511,Total Population [1000],2007,809,X,h,799,,0.012515645
262,Djibouti,511,Total Population [1000],2008,823,X,h,810,,0.016049383
262,Djibouti,511,Total Population [1000],2009,837,X,h,822,,0.018248175
262,Djibouti,511,Total Population [1000],2010,851,X,h,834,,0.020383693
262,Djibouti,511,Total Population [1000],2011,866,X,h,847,,0.022432113
262,Djibouti,511,Total Population [1000],2012,881,X,h,860,,0.024418605
262,Djibouti,511,Total Population [1000],2013,897,X,h,873,,0.027491409
266,Gabon,511,Total Population [1000],2000,1231,X,h,1226,,0.004078303
266,Gabon,511,Total Population [1000],2001,1262,X,h,1255,,0.005577689
266,Gabon,511,Total Population [1000],2002,1294,X,h,1285,,0.007003891
266,Gabon,511,Total Population [1000],2003,1328,X,h,1316,,0.009118541
266,Gabon,511,Total Population [1000],2004,1364,X,h,1347,,0.012620638
266,Gabon,511,Total Population [1000],2005,1403,X,h,1379,,0.017403916
266,Gabon,511,Total Population [1000],2006,1445,X,h,1413,,0.022646851
266,Gabon,511,Total Population [1000],2007,1489,X,h,1447,,0.02902557
266,Gabon,511,Total Population [1000],2008,1536,X,h,1483,,0.035738368
266,Gabon,511,Total Population [1000],2009,1587,X,h,1519,,0.044766294
266,Gabon,511,Total Population [1000],2010,1640,X,h,1556,,0.053984576
266,Gabon,511,Total Population [1000],2011,1697,X,h,1594,,0.064617315
266,Gabon,511,Total Population [1000],2012,1757,X,h,1633,,0.075933864
266,Gabon,511,Total Population [1000],2013,1817,X,h,1672,,0.086722488
268,Georgia,511,Total Population [1000],2000,4722,X,h,4744,,-0.004637437
268,Georgia,511,Total Population [1000],2001,4672,X,h,4682,,-0.002135839
268,Georgia,511,Total Population [1000],2002,4625,X,h,4622,,0.00064907
268,Georgia,511,Total Population [1000],2003,4579,X,h,4565,,0.003066813
268,Georgia,511,Total Population [1000],2004,4533,X,h,4515,,0.003986711
268,Georgia,511,Total Population [1000],2005,4487,X,h,4475,,0.002681564
268,Georgia,511,Total Population [1000],2006,4439,X,h,4446,,-0.001574449
268,Georgia,511,Total Population [1000],2007,4391,X,h,4426,,-0.007907817
268,Georgia,511,Total Population [1000],2008,4341,X,h,4413,,-0.016315432
268,Georgia,511,Total Population [1000],2009,4288,X,h,4401,,-0.025675983
268,Georgia,511,Total Population [1000],2010,4232,X,h,4389,,-0.035771246
268,Georgia,511,Total Population [1000],2011,4171,X,h,4374,,-0.046410608
268,Georgia,511,Total Population [1000],2012,4108,X,h,4358,,-0.057365764
268,Georgia,511,Total Population [1000],2013,4046,X,h,4341,,-0.067956692
270,Gambia,511,Total Population [1000],2000,1232,X,h,1229,,0.002441009
270,Gambia,511,Total Population [1000],2001,1270,X,h,1267,,0.002367798
270,Gambia,511,Total Population [1000],2002,1311,X,h,1307,,0.003060444
270,Gambia,511,Total Population [1000],2003,1354,X,h,1349,,0.003706449
270,Gambia,511,Total Population [1000],2004,1399,X,h,1392,,0.005028736
270,Gambia,511,Total Population [1000],2005,1444,X,h,1437,,0.00487126
270,Gambia,511,Total Population [1000],2006,1491,X,h,1482,,0.006072874
270,Gambia,511,Total Population [1000],2007,1539,X,h,1529,,0.006540222
270,Gambia,511,Total Population [1000],2008,1589,X,h,1578,,0.006970849
270,Gambia,511,Total Population [1000],2009,1640,X,h,1628,,0.007371007
270,Gambia,511,Total Population [1000],2010,1692,X,h,1681,,0.006543724
270,Gambia,511,Total Population [1000],2011,1746,X,h,1735,,0.006340058
270,Gambia,511,Total Population [1000],2012,1802,X,h,1791,,0.00614182
270,Gambia,511,Total Population [1000],2013,1859,X,h,1849,,0.005408329
276,Germany,511,Total Population [1000],2000,81488,X,h,83512,,-0.024236038
276,Germany,511,Total Population [1000],2001,81536,X,h,83583,,-0.024490626
276,Germany,511,Total Population [1000],2002,81612,X,h,83685,,-0.024771464
276,Germany,511,Total Population [1000],2003,81686,X,h,83788,,-0.025087125
276,Germany,511,Total Population [1000],2004,81716,X,h,83849,,-0.025438586
276,Germany,511,Total Population [1000],2005,81671,X,h,83836,,-0.025824228
276,Germany,511,Total Population [1000],2006,81540,X,h,83740,,-0.026271794
276,Germany,511,Total Population [1000],2007,81344,X,h,83579,,-0.026741167
276,Germany,511,Total Population [1000],2008,81131,X,h,83380,,-0.026972895
276,Germany,511,Total Population [1000],2009,80966,X,h,83183,,-0.02665208
276,Germany,511,Total Population [1000],2010,80895,X,h,83017,,-0.02556103
276,Germany,511,Total Population [1000],2011,80934,X,h,82893,,-0.023632876
276,Germany,511,Total Population [1000],2012,81066,X,h,82800,,-0.020942029
276,Germany,511,Total Population [1000],2013,81265,X,h,82727,,-0.017672586
28,Antigua and Barbuda,511,Total Population [1000],2000,84,X,h,78,,0.076923077
28,Antigua and Barbuda,511,Total Population [1000],2001,85,X,h,79,,0.075949367
28,Antigua and Barbuda,511,Total Population [1000],2002,86,X,h,80,,0.075
28,Antigua and Barbuda,511,Total Population [1000],2003,87,X,h,81,,0.074074074
28,Antigua and Barbuda,511,Total Population [1000],2004,88,X,h,82,,0.073170732
28,Antigua and Barbuda,511,Total Population [1000],2005,89,X,h,83,,0.072289157
28,Antigua and Barbuda,511,Total Population [1000],2006,90,X,h,83,,0.084337349
28,Antigua and Barbuda,511,Total Population [1000],2007,91,X,h,84,,0.083333333
28,Antigua and Barbuda,511,Total Population [1000],2008,92,X,h,85,,0.082352941
28,Antigua and Barbuda,511,Total Population [1000],2009,94,X,h,86,,0.093023256
28,Antigua and Barbuda,511,Total Population [1000],2010,95,X,h,87,,0.091954023
28,Antigua and Barbuda,511,Total Population [1000],2011,96,X,h,88,,0.090909091
28,Antigua and Barbuda,511,Total Population [1000],2012,97,X,h,89,,0.08988764
28,Antigua and Barbuda,511,Total Population [1000],2013,98,X,h,90,,0.088888889
288,Ghana,511,Total Population [1000],2000,18939,X,h,18825,,0.006055777
288,Ghana,511,Total Population [1000],2001,19422,X,h,19293,,0.006686363
288,Ghana,511,Total Population [1000],2002,19925,X,h,19786,,0.007025169
288,Ghana,511,Total Population [1000],2003,20447,X,h,20302,,0.007142153
288,Ghana,511,Total Population [1000],2004,20987,X,h,20836,,0.007247072
288,Ghana,511,Total Population [1000],2005,21542,X,h,21384,,0.007388702
288,Ghana,511,Total Population [1000],2006,22113,X,h,21948,,0.007517769
288,Ghana,511,Total Population [1000],2007,22700,X,h,22526,,0.007724407
288,Ghana,511,Total Population [1000],2008,23299,X,h,23110,,0.008178278
288,Ghana,511,Total Population [1000],2009,23904,X,h,23692,,0.008948168
288,Ghana,511,Total Population [1000],2010,24512,X,h,24263,,0.01026254
288,Ghana,511,Total Population [1000],2011,25122,X,h,24821,,0.012126828
288,Ghana,511,Total Population [1000],2012,25733,X,h,25366,,0.014468186
288,Ghana,511,Total Population [1000],2013,26346,X,h,25905,,0.017023741
296,Kiribati,511,Total Population [1000],2000,84,X,h,83,,0.012048193
296,Kiribati,511,Total Population [1000],2001,86,X,h,84,,0.023809524
296,Kiribati,511,Total Population [1000],2002,87,X,h,86,,0.011627907
296,Kiribati,511,Total Population [1000],2003,89,X,h,87,,0.022988506
296,Kiribati,511,Total Population [1000],2004,91,X,h,89,,0.02247191
296,Kiribati,511,Total Population [1000],2005,92,X,h,90,,0.022222222
296,Kiribati,511,Total Population [1000],2006,94,X,h,92,,0.02173913
296,Kiribati,511,Total Population [1000],2007,96,X,h,93,,0.032258065
296,Kiribati,511,Total Population [1000],2008,98,X,h,95,,0.031578947
296,Kiribati,511,Total Population [1000],2009,101,X,h,96,,0.052083333
296,Kiribati,511,Total Population [1000],2010,103,X,h,98,,0.051020408
296,Kiribati,511,Total Population [1000],2011,105,X,h,99,,0.060606061
296,Kiribati,511,Total Population [1000],2012,107,X,h,101,,0.059405941
296,Kiribati,511,Total Population [1000],2013,109,X,h,102,,0.068627451
300,Greece,511,Total Population [1000],2000,11142,X,h,10987,,0.014107582
300,Greece,511,Total Population [1000],2001,11184,X,h,11013,,0.015527104
300,Greece,511,Total Population [1000],2002,11217,X,h,11026,,0.017322692
300,Greece,511,Total Population [1000],2003,11244,X,h,11032,,0.019216824
300,Greece,511,Total Population [1000],2004,11270,X,h,11035,,0.021295877
300,Greece,511,Total Population [1000],2005,11301,X,h,11042,,0.023455896
300,Greece,511,Total Population [1000],2006,11339,X,h,11053,,0.025875328
300,Greece,511,Total Population [1000],2007,11381,X,h,11067,,0.028372639
300,Greece,511,Total Population [1000],2008,11420,X,h,11083,,0.03040693
300,Greece,511,Total Population [1000],2009,11444,X,h,11098,,0.031176789
300,Greece,511,Total Population [1000],2010,11446,X,h,11110,,0.030243024
300,Greece,511,Total Population [1000],2011,11423,X,h,11119,,0.027340588
300,Greece,511,Total Population [1000],2012,11378,X,h,11125,,0.022741573
300,Greece,511,Total Population [1000],2013,11321,X,h,11128,,0.017343638
308,Grenada,511,Total Population [1000],2000,102,X,h,102,,0
308,Grenada,511,Total Population [1000],2001,102,X,h,102,,0
308,Grenada,511,Total Population [1000],2002,102,X,h,102,,0
308,Grenada,511,Total Population [1000],2003,102,X,h,102,,0
308,Grenada,511,Total Population [1000],2004,103,X,h,103,,0
308,Grenada,511,Total Population [1000],2005,103,X,h,103,,0
308,Grenada,511,Total Population [1000],2006,103,X,h,103,,0
